ID,latitude,longitude,source,title,PMID,DOI,locality
307,12.9138889,-12.3425,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
308,13.165,-12.1144444,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
309,12.4102778,-12.2827778,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
310,10.05,-10.5666667,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
312,7.9969444,1.9833333,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
313,10.8705556,2.1525,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
314,12.3019444,-8.7736111,Litterature,Whipworm diversity in West African rodents: a molecular approach and the description of Trichuris duplantieri n. sp. (Nematoda: Trichuridae),,10.1007/s00436-017-5404-3,
315,12.6083,-12.123,Litterature,Comparative population genetics of a parasitic nematode and its host community: The trichostrongylid Neoheligmonella granjoni and Mastomys rodents in southeastern Senegal,,10.1016/j.ijpara.2011.07.014,
316,12.8,-12.3,Litterature,Comparative population genetics of a parasitic nematode and its host community: The trichostrongylid Neoheligmonella granjoni and Mastomys rodents in southeastern Senegal,,10.1016/j.ijpara.2011.07.014,Tonboronkoto (Senegal)
2251246353,8.3,-9.233,gbif.org,,,,
2251246348,4.033,17.333,gbif.org,,,,
2251246342,8.35,-9.217,gbif.org,,,,
2251246335,3.75,17.517,gbif.org,,,,
2251246310,-2.9,15.65,gbif.org,,,,
2251246307,3.95,16.967,gbif.org,,,,
2243135430,-3.256,39.9745,gbif.org,,,,
2236094909,8.25,34.58,gbif.org,,,,
2235856267,9.03,36.15,gbif.org,,,,
2005257122,-29.664399,30.401316,gbif.org,,,,
2005257121,-29.666299,30.39965,gbif.org,,,,
1990801042,0.828117,31.704289,gbif.org,,,,
1990800770,-13.0667,33.9333,gbif.org,,,,
1990799011,0.862014,31.687078,gbif.org,,,,
1990798928,0.853919,31.676642,gbif.org,,,,
1990798879,-14.50872,35.23344,gbif.org,,,,
1990798463,0.802675,31.693797,gbif.org,,,,
1990798459,-12.8333,34.15,gbif.org,,,,
1987356697,-17.98333,30.7,gbif.org,,,,
1987354957,1.56667,30.25,gbif.org,,,,
1987341482,-17.81778,30.64741,gbif.org,,,,
1987328412,0.5,29.46667,gbif.org,,,,
1987290925,-17.81667,30.76667,gbif.org,,,,
1978557024,-27.96,29.93,gbif.org,,,,
1978557015,-29.47,30.4,gbif.org,,,,
1978557014,-25.63,28.17,gbif.org,,,,
1978557013,-30.27,30.59,gbif.org,,,,
1978556904,-28.56,31.24,gbif.org,,,,
1978556884,-27.75,30.8,gbif.org,,,,
1978556883,-25.47,27.33,gbif.org,,,,
1978556873,-26.09,25.35,gbif.org,,,,
1978556774,-32.79,26.85,gbif.org,,,,
1978556686,-33.01,27.7,gbif.org,,,,
1932240740,-9.933916,33.932147,gbif.org,,,,
1932240737,-9.705107,33.258153,gbif.org,,,,
1932240611,-15.05,35.25,gbif.org,,,,
1932240519,-15.901072,34.7348,gbif.org,,,,
1932240367,-15.792769,35.000093,gbif.org,,,,
1932240362,-15.799754,35.014792,gbif.org,,,,
1932240325,-9.667775,33.550067,gbif.org,,,,
1932240307,-15.340833,35.266667,gbif.org,,,,
1932240303,-10.08,33.27,gbif.org,,,,
1932240232,-15.888534,34.958181,gbif.org,,,,
1932240011,-15.842392,35.024297,gbif.org,,,,
1932240005,-15.971005,34.467104,gbif.org,,,,
1932239953,-13.230503,34.285626,gbif.org,,,,
1932239941,-16.016667,34.766667,gbif.org,,,,
1932239864,-15.816667,34.6,gbif.org,,,,
1932239861,-16.927072,35.235086,gbif.org,,,,
1932239812,-15.416655,35.466689,gbif.org,,,,
1932239786,-16.066667,35.05,gbif.org,,,,
1932239654,-16.219134,35.232345,gbif.org,,,,
1919853427,9.45,10.3,gbif.org,,,,
1919853407,7.26,3.32,gbif.org,,,,
1919853400,8,3.12,gbif.org,,,,
1919853396,9.15,3.5,gbif.org,,,,
1919853382,7.5,6.05,gbif.org,,,,
1919853374,11.51,13.09,gbif.org,,,,
1919853372,6.29,3.15,gbif.org,,,,
1919853370,9.54,4.25,gbif.org,,,,
1919853366,7.39,4.06,gbif.org,,,,
1919853363,7.33,3.58,gbif.org,,,,
1919853359,8.09,5.06,gbif.org,,,,
1919853332,7.41,3.07,gbif.org,,,,
1919853316,7.23,3.54,gbif.org,,,,
1919853310,7.26,3.17,gbif.org,,,,
1919853239,7.23,3.53,gbif.org,,,,
1919853215,8.14,5.31,gbif.org,,,,
1919853089,-13.066667,33.933333,gbif.org,,,,
1919853060,-16.08,35.07,gbif.org,,,,
1919853042,-13.05,33.15,gbif.org,,,,
1919853017,-16.216667,34.766667,gbif.org,,,,
1919853007,-15.033333,35.25,gbif.org,,,,
1919852983,-15.383333,35.316667,gbif.org,,,,
1919852962,-13.383333,34,gbif.org,,,,
1919852947,-12.116667,33.733333,gbif.org,,,,
1919782530,12.5833,23.6667,gbif.org,,,,
1919711388,-28.783333,29.633333,gbif.org,,,,
1919711238,-15.916667,25.95,gbif.org,,,,
1919711205,-15.883333,25.966667,gbif.org,,,,
1919711188,-12.766667,32.083333,gbif.org,,,,
1919711184,-13.35,31.683333,gbif.org,,,,
1919711156,-15,22.616667,gbif.org,,,,
1919711121,-13.166667,32.766667,gbif.org,,,,
1919710965,-2.3,34.833333,gbif.org,,,,
1919710934,-7.116667,31.133333,gbif.org,,,,
1919710930,-3.666667,36,gbif.org,,,,
1919710918,-2.516667,33,gbif.org,,,,
1919710913,-2.5,34.833333,gbif.org,,,,
1919710911,-3.976833,37.794167,gbif.org,,,,
1919710901,-3.333333,35.85,gbif.org,,,,
1919710890,-3.55,35.316667,gbif.org,,,,
1919710875,-3.216667,36.883333,gbif.org,,,,
1919710871,-3.894,37.777833,gbif.org,,,,
1919710866,-3.987167,37.811,gbif.org,,,,
1919710861,-4.006667,37.820167,gbif.org,,,,
1919710828,-2.116667,34.166667,gbif.org,,,,
1919710694,-4.083333,37.666667,gbif.org,,,,
1919710500,-4.2,30.45,gbif.org,,,,
1919710480,-3.33,40,gbif.org,,,,
1919710450,-3.333333,40,gbif.org,,,,
1919710421,1.966667,36.1,gbif.org,,,,
1919710387,-0.183333,29.9,gbif.org,,,,
1919710377,-0.116667,29.95,gbif.org,,,,
1919710308,-0.133333,29.9,gbif.org,,,,
1919710301,-28.8833,31.4667,gbif.org,,,,
1919710284,-0.1,29.933333,gbif.org,,,,
1919709903,3.716667,33.6,gbif.org,,,,
1919709886,3.8,33.666667,gbif.org,,,,
1919709850,2.783333,33.3,gbif.org,,,,
1919709847,2.933333,33.366667,gbif.org,,,,
1919709846,3.733333,33.716667,gbif.org,,,,
1919709843,2.833333,33.333333,gbif.org,,,,
1919709800,2.85,33.35,gbif.org,,,,
1919709791,-0.6,30.45,gbif.org,,,,
1919709760,-0.18,29.9,gbif.org,,,,
1919709741,3.966667,33.75,gbif.org,,,,
1919709633,8.15,20.333333,gbif.org,,,,
1919709626,1.75,34.516667,gbif.org,,,,
1919709599,2.62,34.73,gbif.org,,,,
1919709590,3,32.25,gbif.org,,,,
1919709588,8.116667,-12.083333,gbif.org,,,,
1919709585,-7.083333,31.05,gbif.org,,,,
1919709572,-6.65,31.066667,gbif.org,,,,
1919709544,-7.1,31.15,gbif.org,,,,
1919709519,-7.083333,31.066667,gbif.org,,,,
1919691658,-8.333333,38.916667,gbif.org,,,,
1836956386,0.802561,24.487503,gbif.org,,,,
1835721287,1.8137,31.4256,gbif.org,,,,
1835721259,1.8101,31.4256,gbif.org,,,,
1835721258,-0.3361,30.0848,gbif.org,,,,
1835721250,1.9838,31.7145,gbif.org,,,,
1835721237,1.8128,31.4238,gbif.org,,,,
1835721232,1.8128,31.4256,gbif.org,,,,
1835721231,-0.5755,29.8346,gbif.org,,,,
1835721227,1.811,31.4247,gbif.org,,,,
1835721207,1.8137,31.4265,gbif.org,,,,
1835721202,0.7753,29.9894,gbif.org,,,,
1835720878,1.9838,31.719,gbif.org,,,,
1835720864,1.9622,31.7046,gbif.org,,,,
1805744415,-7.89013,31.6786,gbif.org,,,,
1805744258,-10.97903,39.44958,gbif.org,,,,
1805744223,-10.83886,39.18086,gbif.org,,,,
1805744222,-11.00764,39.39836,gbif.org,,,,
1805744213,-10.61928,39.02078,gbif.org,,,,
1805743635,-1.569362,29.633897,gbif.org,,,,
1805737160,-5.2537,28.88626,gbif.org,,,,
1805736963,1.352533,30.837904,gbif.org,,,,
1805736962,1.472019,30.955416,gbif.org,,,,
1805736948,2.035338,31.515327,gbif.org,,,,
1805736944,1.886645,31.434562,gbif.org,,,,
1805736941,1.829568,31.412691,gbif.org,,,,
1805736940,1.970848,31.450224,gbif.org,,,,
1805736925,2.076738,31.435912,gbif.org,,,,
1805736918,1.414888,30.978636,gbif.org,,,,
1805736897,1.408671,30.89062,gbif.org,,,,
1805736893,1.880648,31.474871,gbif.org,,,,
1805736859,2.054804,31.598211,gbif.org,,,,
1805736528,1.832713,31.462023,gbif.org,,,,
1805736482,2.287563,31.578881,gbif.org,,,,
1805736478,2.448863,31.515701,gbif.org,,,,
1805736454,2.447273,31.867616,gbif.org,,,,
1805736453,2.371684,31.687985,gbif.org,,,,
1805736446,2.283448,31.957671,gbif.org,,,,
1805736400,2.094503,31.867891,gbif.org,,,,
1805736337,2.309213,32.050556,gbif.org,,,,
1805734392,-7.79972,35.765831,gbif.org,,,,
1805734225,-7.75111,34.55189,gbif.org,,,,
1805734151,-8.03658,34.50236,gbif.org,,,,
1805733930,-7.7978,35.7567,gbif.org,,,,
1805730206,-2.23903,28.81408,gbif.org,,,,
1805727126,3.81083,34.02931,gbif.org,,,,
1805726381,-18.4838,34.04318,gbif.org,,,,
1805726265,-18.478,34.076,gbif.org,,,,
1805726245,-18.48311,34.04464,gbif.org,,,,
1805726244,-18.46411,34.05308,gbif.org,,,,
1805724103,0.445128,32.888758,gbif.org,,,,
1805723713,0.4373,32.953975,gbif.org,,,,
1702679644,-15.55,28.266667,gbif.org,,,,
1702675305,-1.23333,37.4,gbif.org,,,,
1702675292,-3.21667,40.11667,gbif.org,,,,
1702675263,0.46667,35.98333,gbif.org,,,,
1702675247,-4.53333,39.36667,gbif.org,,,,
1702674950,-3.483333,38.3,gbif.org,,,,
1702674928,-1.18333,36.91667,gbif.org,,,,
1700659125,-2.23954,28.81128,gbif.org,,,,
1502685683,0.6,25.217,gbif.org,,,,
1456403472,12.805,-7.98032,gbif.org,,,,
1456401906,15.0237,-2.84861,gbif.org,,,,
1456359815,11.072,-6.02704,gbif.org,,,,
1456249892,13.3824,-4.91672,gbif.org,,,,
1456153151,14.3552,-3.65728,gbif.org,,,,
1455548611,-13.38138,34.00298,gbif.org,,,,
1438012963,6.3561,2.089,gbif.org,,,,
1438012952,6.8192,1.6358,gbif.org,,,,
1438012938,6.631389,2.389722,gbif.org,,,,
1438012892,6.575,2.3918,gbif.org,,,,
1437080166,-0.625609,30.978695,gbif.org,,,,
1436990370,-21,25,gbif.org,,,,
1436990115,-1.1,29.5,gbif.org,,,,
1436990089,-26.2,28.083333,gbif.org,,,,
1436989765,7.583333,-8.533333,gbif.org,,,,
1436989399,-5.933333,25.533333,gbif.org,,,,
1436988722,8.3,-9.566667,gbif.org,,,,
1436988708,-4.3,15.3,gbif.org,,,,
1436988519,-8.65,26.516667,gbif.org,,,,
1436988243,-11.566667,27.416667,gbif.org,,,,
1436988089,0.5,25.2,gbif.org,,,,
1436987977,3.683333,29.133333,gbif.org,,,,
1436987162,-2.266667,34.85,gbif.org,,,,
1436986797,-20.15,22.45,gbif.org,,,,
1436985086,-2.6,29.733333,gbif.org,,,,
1436984144,-1.516667,30.433333,gbif.org,,,,
1436981975,-0.133333,29.6,gbif.org,,,,
1436981407,19.166667,30.483333,gbif.org,,,,
1436980660,-11.666667,27.466667,gbif.org,,,,
1436979673,6.316667,-10.8,gbif.org,,,,
1436978018,-8.933333,27.2,gbif.org,,,,
1436976671,-9.083333,27.2,gbif.org,,,,
1436976119,-18.616667,24.666667,gbif.org,,,,
1436975497,-21.333333,24.133333,gbif.org,,,,
1436974530,-1.933333,30.7,gbif.org,,,,
1436969541,7.483333,-8.616667,gbif.org,,,,
1436967446,-18.3,21.8,gbif.org,,,,
1436967024,-1.5,30.266667,gbif.org,,,,
1436966380,1.75,30.6,gbif.org,,,,
1436965505,-25.1,30.45,gbif.org,,,,
1436962247,4.166667,29.333333,gbif.org,,,,
1436960542,-2.466667,29.816667,gbif.org,,,,
1436957039,-21,24,gbif.org,,,,
1436956753,-2.483333,29.766667,gbif.org,,,,
1436956712,-0.166667,37.316667,gbif.org,,,,
1436952823,-32.566667,27.416667,gbif.org,,,,
1436949504,2,30.583333,gbif.org,,,,
1436941129,-7.416667,31.983333,gbif.org,,,,
1436937172,2.666667,29.833333,gbif.org,,,,
1436936933,-1.916667,30.333333,gbif.org,,,,
1436936859,-1.55,30.25,gbif.org,,,,
1413786064,-19.3778,15.48001,gbif.org,,,,
1413786054,-17.59426,23.65211,gbif.org,,,,
1413786051,-17.62381,23.51137,gbif.org,,,,
1322971453,7.9,-10.87,gbif.org,,,,
1322969709,8.12,-11.02,gbif.org,,,,
1322959569,8.22,-11.05,gbif.org,,,,
1322959012,8.22,-11.03,gbif.org,,,,
1322955003,8.23,-11.05,gbif.org,,,,
1322944310,7.62,36.77,gbif.org,,,,
1322936543,8.02,-11.03,gbif.org,,,,
1322934870,7.6,36.77,gbif.org,,,,
1322921354,7.82,-10.93,gbif.org,,,,
1322914879,7.83,-10.93,gbif.org,,,,
1322905442,7.75,36.73,gbif.org,,,,
1322893815,-17.88,30.7,gbif.org,,,,
1322880523,3.03,19.35,gbif.org,,,,
1322855079,7.65,36.8,gbif.org,,,,
1322845598,7.92,-10.88,gbif.org,,,,
1322817910,7.58,34.4,gbif.org,,,,
1322808253,4.73,35.97,gbif.org,,,,
1322803211,9.12,-11.92,gbif.org,,,,
1322763726,9.4,-11.77,gbif.org,,,,
1322762105,8.45,39.1,gbif.org,,,,
1322750558,-19.08,22.95,gbif.org,,,,
1322727187,7.58,36.8,gbif.org,,,,
1322697798,2.58,21.85,gbif.org,,,,
1322686272,8.28,36.9,gbif.org,,,,
1322652269,7.72,34.1,gbif.org,,,,
1322651419,8.2,-11.05,gbif.org,,,,
1322631552,12.48,2.42,gbif.org,,,,
1322547328,7.73,37.07,gbif.org,,,,
1322518319,7.98,-10.95,gbif.org,,,,
1322478146,7.73,36.97,gbif.org,,,,
1322395423,-19.08,23.1,gbif.org,,,,
1322364114,9.12,-11.9,gbif.org,,,,
1322363611,7.83,-10.95,gbif.org,,,,
1322363460,9.5,-12.23,gbif.org,,,,
1322237741,7.67,36.87,gbif.org,,,,
1322172605,7.82,-10.92,gbif.org,,,,
1322078219,7.82,-12.02,gbif.org,,,,
1322004257,7.6,38.67,gbif.org,,,,
1321903998,8.52,34.7,gbif.org,,,,
1321855261,9.07,-12.42,gbif.org,,,,
1321852043,7.92,-10.87,gbif.org,,,,
1321813231,8.12,-11,gbif.org,,,,
1321778101,30.7,-8.3,gbif.org,,,,
1321737872,6.45,38.18,gbif.org,,,,
1321545696,6.7,38.25,gbif.org,,,,
1321542445,9.4,-11.73,gbif.org,,,,
1321236053,9.27,40.15,gbif.org,,,,
1320795925,8.38,33.78,gbif.org,,,,
1320538559,7.83,-12,gbif.org,,,,
1320534241,8.22,34.37,gbif.org,,,,
1319523973,7.78,-12,gbif.org,,,,
1319305233,9.13,37.07,gbif.org,,,,
1319148759,9.05,38.52,gbif.org,,,,
1318995441,9.18,-11.93,gbif.org,,,,
1318590558,7.52,36.67,gbif.org,,,,
1317938287,9.85,-11.32,gbif.org,,,,
1317725355,11.9,37.62,gbif.org,,,,
1262414502,9.016667,38.083333,gbif.org,,,,
1262399479,-8.686987,29.503617,gbif.org,,,,
1212529363,4,17.083,gbif.org,,,,
1212529350,-2.408,10.5,gbif.org,,,,
1212529343,1,25,gbif.org,,,,
1212529332,3.967,16.75,gbif.org,,,,
1212529319,-0.136,11.7,gbif.org,,,,
1212529311,3.717,17.55,gbif.org,,,,
1212529285,0.4,14.733,gbif.org,,,,
1211830867,-25.75,28.2,gbif.org,,,,
1211829342,-20.35,31,gbif.org,,,,
1211829222,-20.166667,28.716667,gbif.org,,,,
1211824333,-17.716667,31.083333,gbif.org,,,,
1211819667,11.616667,-1.3,gbif.org,,,,
1211819427,11.016667,7.733333,gbif.org,,,,
1211817089,9.016667,40.166667,gbif.org,,,,
1211816501,8.316667,-12.216667,gbif.org,,,,
1211815891,7.383333,3.933333,gbif.org,,,,
1211814049,6.283333,8.066667,gbif.org,,,,
1211809775,4.916667,-1.75,gbif.org,,,,
1211805299,-3.966667,39.6,gbif.org,,,,
1211799776,-2.9,37.65,gbif.org,,,,
1211794837,-2.666667,37.283333,gbif.org,,,,
1211791405,-1.816667,37.15,gbif.org,,,,
1211790768,-1.666667,37.283333,gbif.org,,,,
1211789830,1.466667,35.016667,gbif.org,,,,
1211789659,-1.466667,36.983333,gbif.org,,,,
1211789448,-1.283333,36.833333,gbif.org,,,,
1211789319,1.2,35.133333,gbif.org,,,,
1211786596,-0.716667,37.166667,gbif.org,,,,
1211784712,0.266667,36.533333,gbif.org,,,,
1211784585,-0.25,34.75,gbif.org,,,,
1211784332,0.216667,34.9,gbif.org,,,,
1211778042,-1.41667,36.88333,gbif.org,,,,
1211778039,-2.5,37,gbif.org,,,,
1145799951,-15.34216,35.27854,gbif.org,,,,
1145799931,-15.93748,35.50375,gbif.org,,,,
1145799914,-15.35912,35.30298,gbif.org,,,,
1145766660,0.400083,36.872336,gbif.org,,,,
1145761267,0.335689,36.898314,gbif.org,,,,
1145725766,13.51667,2.11667,gbif.org,,,,
1145725748,14.76667,5.76667,gbif.org,,,,
1145720530,-17.396,15.893,gbif.org,,,,
1145720514,-22.5067,17.3769,gbif.org,,,,
1145720443,12.466667,2.433333,gbif.org,,,,
1145720403,5.65,-0.183333,gbif.org,,,,
1145686090,-26.1,27.766667,gbif.org,,,,
1145686075,-23.983333,30.533333,gbif.org,,,,
1145686054,-29.033333,29.416667,gbif.org,,,,
1145685734,-13.13333,28.3253,gbif.org,,,,
1145685717,-30.783333,28.583333,gbif.org,,,,
1145685705,-13.13333,28.4,gbif.org,,,,
1145685667,-24.416667,25.533333,gbif.org,,,,
1145685015,-23.733333,31.066667,gbif.org,,,,
1145684995,-33.8,25.466667,gbif.org,,,,
1145684984,-33.816667,25.533333,gbif.org,,,,
1145391478,10.759761,-10.389608,gbif.org,,,,
1145391450,7.616683,-9.271383,gbif.org,,,,
1145391445,8.56,-9.982517,gbif.org,,,,
1145391429,8.482017,-10.408,gbif.org,,,,
1145391420,8.513233,-10.3267,gbif.org,,,,
1145391383,7.557529,-9.082623,gbif.org,,,,
1145391376,9.924667,-12.44715,gbif.org,,,,
1145391374,7.706267,-9.265833,gbif.org,,,,
1145391347,8.488183,-10.593433,gbif.org,,,,
1145391136,10.090133,-12.844267,gbif.org,,,,
1145391134,7.596483,-8.49885,gbif.org,,,,
1145391027,9.976883,-12.338717,gbif.org,,,,
1145391002,9.12077,-10.09453,gbif.org,,,,
1145391001,9.21095,-10.070017,gbif.org,,,,
1145390994,8.542033,-9.95485,gbif.org,,,,
1145390993,9.84047,-11.03857,gbif.org,,,,
1145390975,9.725367,-10.8778,gbif.org,,,,
1145390969,9.840767,-11.037667,gbif.org,,,,
1145390967,10.080083,-12.827967,gbif.org,,,,
1145390958,8.566667,-10.029517,gbif.org,,,,
1145390953,10.0985,-12.831917,gbif.org,,,,
1145390952,9.841133,-11.037717,gbif.org,,,,
1145390950,10.075283,-12.828617,gbif.org,,,,
1145390945,9.841333,-11.0381,gbif.org,,,,
1145390940,10.09905,-12.832817,gbif.org,,,,
1145390934,10.03347,-12.85393,gbif.org,,,,
1145390931,9.840867,-11.038317,gbif.org,,,,
1145390930,9.84045,-11.03817,gbif.org,,,,
1145390915,9.841317,-11.038017,gbif.org,,,,
1145390901,9.840917,-11.0384,gbif.org,,,,
1145390895,9.84195,-11.039483,gbif.org,,,,
1145390894,10.078667,-12.829783,gbif.org,,,,
1145390888,9.840917,-11.039233,gbif.org,,,,
1145390887,10.03373,-12.852883,gbif.org,,,,
1145390875,9.874617,-12.433333,gbif.org,,,,
1145390870,9.841117,-11.037467,gbif.org,,,,
1145390869,9.874617,-12.446717,gbif.org,,,,
1145390867,9.841317,-11.038717,gbif.org,,,,
1145390861,9.878167,-12.446333,gbif.org,,,,
1145390860,9.841317,-11.03875,gbif.org,,,,
1145390846,9.875017,-12.44755,gbif.org,,,,
1145390838,10.03705,-12.85493,gbif.org,,,,
1145390829,10.0493,-12.839283,gbif.org,,,,
1145390820,9.839769,-11.038866,gbif.org,,,,
1145390817,10.09,-12.84135,gbif.org,,,,
1145390815,10.0782,-12.829083,gbif.org,,,,
1145390812,8.567133,-10.030083,gbif.org,,,,
1145390788,9.84063,-11.03823,gbif.org,,,,
1145390787,9.875017,-12.447533,gbif.org,,,,
1145390742,9.84063,-11.03917,gbif.org,,,,
1145390737,9.84157,-11.038917,gbif.org,,,,
1145390703,9.8361,-11.039483,gbif.org,,,,
1145390695,9.725817,-10.876883,gbif.org,,,,
1145390682,9.8407,-11.038767,gbif.org,,,,
1145390661,10.089517,-12.83915,gbif.org,,,,
1145390634,9.87605,-12.4422,gbif.org,,,,
1145390626,9.876383,-12.4423,gbif.org,,,,
1145390619,9.725367,-10.8775,gbif.org,,,,
1145390612,9.877717,-12.44695,gbif.org,,,,
1145390602,9.725817,-10.8778,gbif.org,,,,
1145390596,10.032683,-12.85297,gbif.org,,,,
1145390592,9.877317,-12.4464,gbif.org,,,,
1145390578,9.83875,-11.037517,gbif.org,,,,
1145390576,9.725817,-10.8775,gbif.org,,,,
1145390575,10.037067,-12.8741,gbif.org,,,,
1145390572,9.8407,-11.039367,gbif.org,,,,
1145390566,10.03365,-12.8517,gbif.org,,,,
1145390537,9.841783,-11.037183,gbif.org,,,,
1145390527,10.078717,-12.816667,gbif.org,,,,
1145390518,9.87705,-12.442483,gbif.org,,,,
1145390516,10.074367,-12.8267,gbif.org,,,,
1145390501,10.0782,-12.828983,gbif.org,,,,
1145390463,9.841567,-11.038917,gbif.org,,,,
1145389896,9.876333,-12.441917,gbif.org,,,,
1145330264,-33.29761,24.36835,gbif.org,,,,
1145329777,-23.38333,29.33333,gbif.org,,,,
1145321559,-15.55,28.28333,gbif.org,,,,
1145303037,-5.189117,19.111517,gbif.org,,,,
1145303010,-5.1759,19.1,gbif.org,,,,
1145302964,-5.05785,18.9092,gbif.org,,,,
1145302953,-4.99385,18.7745,gbif.org,,,,
1145302943,-5.151933,18.780467,gbif.org,,,,
1145302939,-5.038611,18.818056,gbif.org,,,,
1143377775,-23.99484,30.52568,gbif.org,,,,
1098629056,3.721,31.2002,gbif.org,,,,
1098629052,3.658,31.7852,gbif.org,,,,
1098629044,3.604,31.3262,gbif.org,,,,
1098629034,2.2583,31.566,gbif.org,,,,
1098629032,3.5771,31.1012,gbif.org,,,,
1098629024,-0.5084,29.8099,gbif.org,,,,
1098629021,1.9303,31.7492,gbif.org,,,,
1098629019,1.9784,31.4679,gbif.org,,,,
1098629018,1.9856,31.4778,gbif.org,,,,
1098629017,1.9483,31.7222,gbif.org,,,,
1098629016,2.2452,31.6952,gbif.org,,,,
1098629008,1.8943,31.9291,gbif.org,,,,
1098629005,0.8103,30.0353,gbif.org,,,,
1098629003,0.6524,30.2913,gbif.org,,,,
1098628999,-0.0855,29.9719,gbif.org,,,,
1098628998,0.912,30.3404,gbif.org,,,,
1098628989,3.73,31.8571,gbif.org,,,,
1098628988,1.8763,31.7042,gbif.org,,,,
1098628986,3.613,31.8661,gbif.org,,,,
1098628962,0.8594,30.0754,gbif.org,,,,
1065428206,-22.2333,17.7833,gbif.org,,,,
1065427699,-21.44,15.61,gbif.org,,,,
1065427651,-12.75,32.0833,gbif.org,,,,
1065427250,-21.72,19.57,gbif.org,,,,
1065426862,-19.71667,17.28333,gbif.org,,,,
1065426285,-18.1167,21.6333,gbif.org,,,,
1065425883,-21.23,16.57,gbif.org,,,,
1065425806,-21.56,16.19,gbif.org,,,,
1065425688,-20.42,16.84,gbif.org,,,,
1065425676,-21.26,18.96,gbif.org,,,,
1065425400,-19.01,14.25,gbif.org,,,,
1065425384,-19.72,16.51,gbif.org,,,,
1065425351,-20.61,16.22,gbif.org,,,,
1065424791,-20.99,16.82,gbif.org,,,,
1065424672,-18.6,18.93,gbif.org,,,,
1065423623,-20.91,17.71,gbif.org,,,,
1065423543,-21.93,18.56,gbif.org,,,,
1065422268,-22.57,18.15319,gbif.org,,,,
1065422262,-20.27026,17.11041,gbif.org,,,,
1065420273,0.8,30.15,gbif.org,,,,
1065419087,-19.7167,18.4333,gbif.org,,,,
1065417711,-1,29.66667,gbif.org,,,,
1065417656,-18,21.5833,gbif.org,,,,
1065417088,1.75,31.58333,gbif.org,,,,
1065416687,-20.97,15.3,gbif.org,,,,
1065416178,-18.81667,18.05,gbif.org,,,,
1065415979,-1.4,37.68333,gbif.org,,,,
1065414390,-1.63333,37.33333,gbif.org,,,,
1065414266,-22.4167,17.7833,gbif.org,,,,
1065412256,-21.8667,18.1167,gbif.org,,,,
1065412042,-22.98,18.35,gbif.org,,,,
1065411635,-20.65,18.85,gbif.org,,,,
1065405977,-17.5833,18.5833,gbif.org,,,,
1065405716,-1.66667,37.28333,gbif.org,,,,
1065398263,-20.65,19.85,gbif.org,,,,
1065397205,2.13333,36.85,gbif.org,,,,
1065396276,-17.7,18.6667,gbif.org,,,,
1065395449,-3.48333,39.83333,gbif.org,,,,
1065389789,0.5,30.41667,gbif.org,,,,
1065387706,-19.19,17.69,gbif.org,,,,
1065384138,-22.67,14.61,gbif.org,,,,
1065373781,-23,17.68333,gbif.org,,,,
1065369346,-18.5333,20.8333,gbif.org,,,,
1065368806,-19.8,18.45,gbif.org,,,,
1065353240,-20.9167,18.9667,gbif.org,,,,
1065347490,-1.28333,36.81667,gbif.org,,,,
1064380882,11.36,-12.68,gbif.org,,,,
1064380878,11.43,-12.36,gbif.org,,,,
1064380860,11.42,-13.35,gbif.org,,,,
1064380820,8.49,-10.44,gbif.org,,,,
1064380811,10.06,-10.58,gbif.org,,,,
1064380787,10,-10.97,gbif.org,,,,
1064380723,11.51,-9.01,gbif.org,,,,
1064380698,9.63,-8.94,gbif.org,,,,
1064380661,8.08,-8.91,gbif.org,,,,
1064380067,9.84,-11.04,gbif.org,,,,
1064379921,6.961,2.099,gbif.org,,,,
1064379866,6.976,2.124,gbif.org,,,,
1064379829,8.8,2.25,gbif.org,,,,
1064379816,9.017,2.05,gbif.org,,,,
1064379626,9.083,2.083,gbif.org,,,,
1064379342,5.86,10.2,gbif.org,,,,
1064379116,8.983,1.964,gbif.org,,,,
1044050232,12.533,-12.233,gbif.org,,,,
1044050229,12.539,-12.506,gbif.org,,,,
1044050225,14.703,-14.006,gbif.org,,,,
1044050222,12.703,-12.183,gbif.org,,,,
1044050190,12.517,-12.383,gbif.org,,,,
1044050174,14.997,-12.5,gbif.org,,,,
1044050172,13.922,-12.217,gbif.org,,,,
1044050162,12.983,-13.717,gbif.org,,,,
